date,B1,B2,B3,B4,B5,B6,B7,B8,label
2021-02-01 20:10:00,44384.0,15593.0,161534.0,163162.0,20957.0,1527646,527521,342824,0
2021-02-01 20:20:00,43910.0,15346.0,159441.0,159835.0,20427.0,1504387,520360,336894,0
2021-02-01 20:30:00,45111.0,15529.0,164994.0,165421.0,20946.0,1518102,529928,346137,0
2021-02-01 20:40:00,44029.0,15144.0,162850.0,163838.0,19487.0,1496335,515806,327603,0
2021-02-01 20:50:00,42669.0,15758.0,157585.0,158740.0,18799.0,1521315,536336,318990,0
2021-02-01 21:00:00,44236.0,18233.0,161778.0,162145.0,19542.0,1584205,582262,339331,0
2021-02-01 21:10:00,42795.0,17627.0,161925.0,162904.0,18376.0,1565721,556571,320604,0
2021-02-01 21:20:00,41151.0,16772.0,154953.0,156076.0,17501.0,1515050,527652,299995,0
2021-02-01 21:30:00,38273.0,16446.0,146613.0,147697.0,16190.0,1457419,494409,285409,0
2021-02-01 21:40:00,35465.0,15262.0,135696.0,136956.0,14570.0,1408476,453875,262126,0
2021-02-01 21:50:00,33766.0,15014.0,127736.0,128995.0,13530.0,1377931,432537,245190,0
2021-02-01 22:00:00,32254.0,14385.0,123078.0,123258.0,12865.0,1370127,419377,232006,0
2021-02-01 22:10:00,30985.0,13949.0,119953.0,120110.0,11603.0,1358796,391119,213373,0
2021-02-01 22:20:00,28500.0,13703.0,111316.0,111603.0,10457.0,1351272,376985,203245,0
2021-02-01 22:30:00,26257.0,13640.0,102026.0,102757.0,9393.0,1317433,360750,187493,0
2021-02-01 22:40:00,24013.0,13311.0,94841.0,96251.0,8741.0,1287052,344354,177870,0
2021-02-01 22:50:00,22299.0,12841.0,87876.0,89329.0,7864.0,1264522,328777,165301,0
2021-02-01 23:00:00,21116.0,12315.0,83493.0,83817.0,7181.0,1248480,321591,153807,0
2021-02-01 23:10:00,18371.0,11670.0,73701.0,74238.0,6186.0,1232545,306423,144053,0
2021-02-01 23:20:00,16931.0,11156.0,68359.0,69117.0,5787.0,1243794,294957,137169,0
2021-02-01 23:30:00,15222.0,10535.0,61480.0,61728.0,5113.0,1230382,278518,129241,0
2021-02-01 23:40:00,13822.0,10421.0,55790.0,56006.0,4652.0,1199894,268021,122111,0
2021-02-01 23:50:00,13268.0,10169.0,54665.0,54884.0,4118.0,1186549,262581,117128,0
2021-02-02 00:00:00,11638.0,10743.0,48213.0,48539.0,3950.0,1187124,265315,112268,0
2021-02-02 00:10:00,10568.0,10091.0,42571.0,43331.0,3441.0,1168820,251165,106627,0
2021-02-02 00:20:00,9514.0,9424.0,39856.0,40289.0,3138.0,1168893,241123,100096,0
2021-02-02 00:30:00,8573.0,9298.0,35307.0,35763.0,2796.0,1184821,237775,97022,0
2021-02-02 00:40:00,7979.0,8738.0,32984.0,33236.0,2425.0,1158047,220760,90226,0
2021-02-02 00:50:00,7010.0,8001.0,28848.0,29135.0,2176.0,1128807,207723,85241,0
2021-02-02 01:00:00,6163.0,8330.0,26081.0,26141.0,2017.0,1123032,201598,81417,0
2021-02-02 01:10:00,5465.0,7917.0,22825.0,22990.0,1758.0,1110630,192437,76983,0
2021-02-02 01:20:00,4684.0,7290.0,19679.0,19785.0,1572.0,1106791,187371,73407,0
2021-02-02 01:30:00,4374.0,7187.0,18005.0,18585.0,1487.0,1118025,182064,71731,0
2021-02-02 01:40:00,4135.0,6920.0,16913.0,17018.0,1300.0,1122433,177106,68169,0
2021-02-02 01:50:00,3871.0,6717.0,15458.0,15502.0,1227.0,1101310,173909,66904,0
2021-02-02 02:00:00,3205.0,8682.0,13294.0,13514.0,1212.0,1097269,179952,66143,0
2021-02-02 02:10:00,2781.0,9273.0,11502.0,11715.0,1048.0,1089616,173743,64383,0
2021-02-02 02:20:00,2666.0,8364.0,10472.0,10676.0,967.0,1084552,171005,62585,0
2021-02-02 02:30:00,2662.0,7575.0,10371.0,10609.0,931.0,1081440,167343,61459,0
2021-02-02 02:40:00,2443.0,7670.0,9897.0,10032.0,885.0,1103049,168024,60843,0
2021-02-02 02:50:00,2148.0,7289.0,8486.0,8703.0,856.0,1093338,164859,59060,0
2021-02-02 03:00:00,2159.0,13429.0,8367.0,8537.0,865.0,1112546,189820,58413,0
2021-02-02 03:10:00,2057.0,14507.0,8148.0,8292.0,818.0,1090739,183223,57752,0
2021-02-02 03:20:00,2091.0,14126.0,8320.0,8663.0,773.0,1084008,181371,56077,0
2021-02-02 03:30:00,1976.0,14065.0,7504.0,7784.0,795.0,1081696,180658,56183,0
2021-02-02 03:40:00,1798.0,13832.0,7030.0,7098.0,751.0,1087314,180807,55384,0
2021-02-02 03:50:00,1786.0,13808.0,6754.0,6681.0,778.0,1103369,184290,54259,0
2021-02-02 04:00:00,1702.0,9475.0,6352.0,6302.0,856.0,1097999,188229,53511,0
2021-02-02 04:10:00,1464.0,7822.0,5682.0,5860.0,821.0,1080378,188661,51275,0
2021-02-02 04:20:00,1545.0,7174.0,5666.0,5742.0,859.0,1079581,190019,52149,0
2021-02-02 04:30:00,1570.0,7029.0,5829.0,5979.0,862.0,1077822,194325,51410,0
2021-02-02 04:40:00,1692.0,7500.0,5904.0,5889.0,929.0,1084028,198364,51884,0
2021-02-02 04:50:00,1897.0,7348.0,6565.0,6681.0,1022.0,1108487,209161,53294,0
2021-02-02 05:00:00,2193.0,7590.0,7403.0,7440.0,1206.0,1131736,222220,55334,0
2021-02-02 05:10:00,2319.0,7475.0,7952.0,8078.0,1271.0,1123254,223711,55324,0
2021-02-02 05:20:00,2511.0,7750.0,8780.0,8883.0,1458.0,1129476,236269,55858,0
2021-02-02 05:30:00,2746.0,8112.0,9234.0,9500.0,1736.0,1140313,249592,57977,0
2021-02-02 05:40:00,2889.0,8500.0,10051.0,10224.0,1700.0,1148343,261105,59262,0
2021-02-02 05:50:00,3342.0,8675.0,11015.0,11377.0,2071.0,1170250,279064,61955,0
2021-02-02 06:00:00,4126.0,9886.0,12990.0,13205.0,2496.0,1215917,300621,68162,0
2021-02-02 06:10:00,4462.0,9574.0,14297.0,14587.0,2581.0,1215420,301138,67889,0
2021-02-02 06:20:00,5081.0,10070.0,16433.0,16695.0,3028.0,1225558,318390,71485,0
2021-02-02 06:30:00,5498.0,10391.0,18066.0,18618.0,3460.0,1251680,339146,76609,0
2021-02-02 06:40:00,6262.0,10817.0,20091.0,20453.0,3785.0,1266048,353015,80503,0
2021-02-02 06:50:00,7436.0,11555.0,23274.0,23648.0,4428.0,1298398,375618,86276,0
2021-02-02 07:00:00,9255.0,12880.0,29626.0,30179.0,5715.0,1354532,405025,99661,0
2021-02-02 07:10:00,10461.0,12965.0,32612.0,32969.0,6115.0,1382798,414931,105347,0
2021-02-02 07:20:00,12269.0,14010.0,38891.0,39765.0,7371.0,1421432,447028,114408,0
2021-02-02 07:30:00,14419.0,14854.0,45628.0,46623.0,8605.0,1462628,486158,128646,0
2021-02-02 07:40:00,16547.0,15657.0,52584.0,53390.0,9525.0,1503191,515173,142001,0
2021-02-02 07:50:00,19673.0,16032.0,61927.0,63287.0,11353.0,1550258,554378,158747,0
2021-02-02 08:00:00,23644.0,17465.0,74064.0,75358.0,13626.0,1602469,589213,185623,0
2021-02-02 08:10:00,26102.0,16965.0,83479.0,83934.0,15294.0,1638543,606485,196627,0
2021-02-02 08:20:00,29664.0,17494.0,95546.0,96479.0,17094.0,1697153,649496,221062,0
2021-02-02 08:30:00,33715.0,17740.0,108356.0,109258.0,19477.0,1707386,669361,242735,0
2021-02-02 08:40:00,37123.0,17834.0,120661.0,121417.0,21166.0,1695114,676757,262173,0
2021-02-02 08:50:00,41409.0,17789.0,132890.0,133608.0,23643.0,1706038,701925,291026,0
2021-02-02 09:00:00,48452.0,18053.0,159885.0,161333.0,27522.0,1665437,667146,329215,0
2021-02-02 09:10:00,52294.0,16822.0,170060.0,171097.0,29576.0,1614909,624892,353745,0
2021-02-02 09:20:00,56252.0,16477.0,190701.0,192882.0,31203.0,1635031,621667,375014,0
2021-02-02 09:30:00,59477.0,16707.0,204567.0,205522.0,33169.0,1644440,619605,399913,0
2021-02-02 09:40:00,61634.0,16807.0,214609.0,216274.0,34300.0,1616059,611588,416379,0
2021-02-02 09:50:00,63979.0,16923.0,220220.0,222252.0,36224.0,1627594,616539,440979,0
2021-02-02 10:00:00,70307.0,17706.0,251056.0,252961.0,39096.0,1635885,618093,489157,0
2021-02-02 10:10:00,70828.0,16707.0,259214.0,262258.0,39604.0,1579279,583267,493986,0
2021-02-02 10:20:00,70937.0,16894.0,260044.0,262602.0,39724.0,1572186,571615,504749,0
2021-02-02 10:30:00,74432.0,16617.0,270971.0,273618.0,41338.0,1605558,580418,525355,0
2021-02-02 10:40:00,74738.0,16634.0,268060.0,270312.0,40715.0,1591766,569956,526030,0
2021-02-02 10:50:00,75589.0,16720.0,270392.0,272117.0,41554.0,1581776,575898,535596,0
2021-02-02 11:00:00,77596.0,16611.0,275733.0,278529.0,42850.0,1597758,582029,552390,0
2021-02-02 11:10:00,76736.0,16484.0,271432.0,273468.0,42216.0,1575946,571440,549147,0
2021-02-02 11:20:00,76506.0,16848.0,271090.0,273804.0,42256.0,1581808,573994,552411,0
2021-02-02 11:30:00,75245.0,16670.0,268540.0,270734.0,41531.0,1622120,590806,546029,0
2021-02-02 11:40:00,73187.0,16738.0,258602.0,260945.0,40394.0,1639953,595230,533169,0
2021-02-02 11:50:00,71466.0,16564.0,254485.0,256387.0,39743.0,1674039,629041,529400,0
2021-02-02 12:00:00,67929.0,17090.0,240489.0,241426.0,38342.0,1716696,663669,516442,0
2021-02-02 12:10:00,65760.0,16890.0,223504.0,225180.0,35837.0,1663487,634153,484869,0
2021-02-02 12:20:00,64625.0,16853.0,221654.0,223274.0,35523.0,1664373,639835,480663,0
2021-02-02 12:30:00,65089.0,16799.0,222443.0,223965.0,35484.0,1685430,648529,481763,0
2021-02-02 12:40:00,66073.0,16816.0,223093.0,225295.0,35081.0,1693490,639591,482090,0
2021-02-02 12:50:00,66743.0,17614.0,226897.0,228025.0,36305.0,1751328,675548,500041,0
2021-02-02 13:00:00,70741.0,17591.0,245802.0,247419.0,38559.0,1747388,682194,531671,0
2021-02-02 13:10:00,72324.0,16855.0,254263.0,256576.0,39406.0,1668187,631387,538773,0
2021-02-02 13:20:00,73663.0,16875.0,249322.0,251228.0,40045.0,1661950,625322,540668,0
2021-02-02 13:30:00,74544.0,16375.0,249885.0,252051.0,40714.0,1657432,621071,544166,0
2021-02-02 13:40:00,74713.0,16322.0,250982.0,253450.0,41458.0,1651108,608794,547617,0
2021-02-02 13:50:00,75424.0,16612.0,253217.0,254890.0,41738.0,1688761,622211,554677,0
2021-02-02 14:00:00,77287.0,16828.0,258428.0,260421.0,42320.0,1698635,625425,564841,0
2021-02-02 14:10:00,75611.0,16676.0,256246.0,256939.0,41889.0,1639202,600461,553891,0
2021-02-02 14:20:00,76773.0,16635.0,261255.0,263194.0,41928.0,1624535,594012,559101,0
2021-02-02 14:30:00,77095.0,16673.0,263373.0,265445.0,41410.0,1628516,597101,555985,0
2021-02-02 14:40:00,77216.0,16927.0,257918.0,261499.0,41589.0,1635182,601960,554765,0
2021-02-02 14:50:00,77007.0,17576.0,259777.0,262028.0,42213.0,1670604,617783,565641,0
2021-02-02 15:00:00,79524.0,17972.0,272867.0,275097.0,43264.0,1717490,642501,587641,0
2021-02-02 15:10:00,78491.0,17663.0,268699.0,270623.0,42649.0,1682107,627718,574713,0
2021-02-02 15:20:00,77212.0,17786.0,263008.0,265811.0,42247.0,1662816,625289,566432,0
2021-02-02 15:30:00,78309.0,17798.0,265424.0,268490.0,42601.0,1685041,644950,572554,0
2021-02-02 15:40:00,78448.0,17453.0,264602.0,267965.0,42299.0,1676817,642248,569503,0
2021-02-02 15:50:00,78625.0,17511.0,265411.0,268480.0,42886.0,1703831,658259,573065,0
2021-02-02 16:00:00,79855.0,18062.0,268716.0,271270.0,43427.0,1747470,677773,580491,0
2021-02-02 16:10:00,78921.0,17350.0,266861.0,269951.0,43084.0,1727093,663257,566307,0
2021-02-02 16:20:00,78817.0,17716.0,267916.0,270552.0,42457.0,1701537,659956,563094,0
2021-02-02 16:30:00,79031.0,18142.0,266731.0,268836.0,42113.0,1715106,670749,572262,0
2021-02-02 16:40:00,79125.0,17992.0,268811.0,271941.0,42580.0,1704377,669367,567482,0
2021-02-02 16:50:00,79530.0,17943.0,271712.0,273559.0,42868.0,1728830,688222,571812,0
2021-02-02 17:00:00,81693.0,18839.0,276266.0,280064.0,43709.0,1797455,726637,594109,0
2021-02-02 17:10:00,79604.0,18324.0,272783.0,274173.0,42537.0,1779830,711733,587696,0
2021-02-02 17:20:00,79038.0,18717.0,270475.0,273344.0,41872.0,1772980,712629,574526,0
2021-02-02 17:30:00,77497.0,24109.0,267572.0,268822.0,41145.0,1803802,742457,577431,0
2021-02-02 17:40:00,75096.0,20225.0,259179.0,262386.0,40186.0,1763564,726202,563360,0
2021-02-02 17:50:00,73989.0,19702.0,253365.0,255849.0,39420.0,1786379,743716,561264,0
2021-02-02 18:00:00,72176.0,21315.0,249716.0,252660.0,38825.0,1898482,811945,580974,0
2021-02-02 18:10:00,67693.0,19316.0,235461.0,238322.0,36233.0,1835013,771997,559113,0
2021-02-02 18:20:00,64063.0,18099.0,223493.0,225230.0,33438.0,1787760,738850,545039,0
2021-02-02 18:30:00,60173.0,18014.0,212235.0,213661.0,31402.0,1751552,724230,532555,0
2021-02-02 18:40:00,57725.0,17247.0,202723.0,204637.0,30286.0,1704331,694959,500379,0
2021-02-02 18:50:00,55667.0,17114.0,196991.0,198308.0,28682.0,1666352,670536,477016,0
2021-02-02 19:00:00,54261.0,17078.0,189303.0,190656.0,27947.0,1657572,658517,466046,0
2021-02-02 19:10:00,52135.0,16610.0,184405.0,186175.0,26552.0,1623618,623899,437805,0
2021-02-02 19:20:00,50300.0,16417.0,179391.0,179974.0,25413.0,1605842,598144,418839,0
2021-02-02 19:30:00,49236.0,15902.0,173685.0,174889.0,24101.0,1589177,582489,405006,0
2021-02-02 19:40:00,48628.0,15864.0,172774.0,173416.0,23766.0,1552331,564279,397680,0
2021-02-02 19:50:00,46546.0,16344.0,168413.0,168852.0,23277.0,1536898,554038,379558,0
2021-02-02 20:00:00,46481.0,15995.0,166698.0,167216.0,22653.0,1530408,548081,365859,0
2021-02-02 20:10:00,47009.0,15617.0,167323.0,167182.0,22246.0,1504011,526530,347718,0
2021-02-02 20:20:00,46266.0,15247.0,167183.0,167559.0,21882.0,1506449,519103,342407,0
2021-02-02 20:30:00,46213.0,15682.0,168284.0,170059.0,21931.0,1538554,535383,348670,0
2021-02-02 20:40:00,46197.0,15558.0,168903.0,168829.0,21201.0,1519237,530244,347708,0
2021-02-02 20:50:00,44679.0,16204.0,166331.0,166539.0,19804.0,1520635,533975,329047,0
2021-02-02 21:00:00,45673.0,17346.0,167401.0,167402.0,20371.0,1574001,578021,347238,0
2021-02-02 21:10:00,43596.0,16499.0,162202.0,162092.0,18977.0,1536638,556335,327775,0
2021-02-02 21:20:00,42366.0,15813.0,159207.0,158993.0,18057.0,1498757,522319,309399,0
2021-02-02 21:30:00,39883.0,15673.0,150837.0,151857.0,16807.0,1469516,494139,288500,0
2021-02-02 21:40:00,38349.0,14612.0,145913.0,146165.0,15137.0,1428984,456047,269437,0
2021-02-02 21:50:00,35396.0,14916.0,134444.0,135563.0,14206.0,1385081,429647,246741,0
2021-02-02 22:00:00,32935.0,14594.0,127453.0,127941.0,13482.0,1371053,415753,236793,0
2021-02-02 22:10:00,30577.0,14343.0,118056.0,118748.0,11743.0,1350736,396559,220034,0
