date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,label
2020-10-23 05:34:08,5631797,8.125,219.833328,380.5,61.833332,16411,59.87274,37178,219.5,379,59.9375,11820,5603,0.902344,7.8125,39.84375,219.5,381,60.125,12035,5400,0.910156,7.226563,41.210938,220.5,381.5,65.4375,13323,5464,0.921875,7.519531,35.15625,0
2020-10-23 05:35:08,5632374.5,8.125,219.666672,380.5,61.770832,16522,59.882114,37162,219.25,379.25,59.5625,11784,5628,0.902344,7.8125,40.13672,219.5,381,60.34375,12069,5412,0.910156,7.324219,41.40625,220.25,381.25,65.40625,13309,5482,0.921875,7.617188,35.253906,0
2020-10-23 05:36:08,5632994,7.5,219.5,380.25,61.635418,16121,59.882084,37182,219,379,59.21875,11781,5455,0.90625,8.007813,39.257813,219.5,380.75,60.1875,12081,5301,0.914063,7.519531,40.722656,220,381,65.5,13320,5365,0.925781,7.8125,34.375,0
2020-10-23 05:37:08,5633613.5,8.125,219.083328,379.5,62.15625,16644,59.900856,37205,218.75,378,60,11837,5693,0.898438,8.007813,39.453125,219,380,60.4375,12025,5439,0.910156,7.421875,40.820313,219.5,380.5,66.03125,13343,5512,0.921875,7.714844,34.66797,0
2020-10-23 05:38:08,5634233,8.125,218.416672,378.583344,62.322918,16722,59.872757,37314,218,377.25,60.09375,11802,5706,0.898438,7.8125,40.33203,218.25,379,60.875,12141,5459,0.910156,7.324219,41.503906,219,379.5,66,13371,5557,0.921875,7.617188,35.546875,0
2020-10-23 05:39:08,5634852.5,8.125,218.583328,378.583344,62.479168,16890,59.882103,37235,218,376.75,60.28125,11819,5751,0.898438,7.8125,40.625,218.5,379.25,60.84375,12067,5537,0.90625,7.324219,42.089844,219.25,379.75,66.3125,13349,5602,0.921875,7.519531,35.742188,0
2020-10-23 05:40:08,5635472,8.125,219.333328,379.75,62.239582,16599,59.900776,37215,219,378.75,59.6875,11785,5618,0.902344,7.8125,40.91797,219.25,380,61.3125,12158,5431,0.910156,7.226563,41.992188,219.75,380.5,65.71875,13272,5550,0.921875,7.519531,35.839844,0
2020-10-23 05:41:08,5636091.5,8.125,218.083328,377.583344,62.479168,16755,59.854096,37209,217.75,376.75,60.25,11793,5680,0.898438,7.910156,41.015625,218,377.75,61.15625,12136,5492,0.910156,7.226563,41.69922,218.5,378.25,66.03125,13280,5583,0.917969,7.519531,35.839844,0
2020-10-23 05:42:08,5636700.5,7.5,218.75,378.666656,62.104168,16706,59.854076,37226,218.5,377.5,59.65625,11763,5657,0.898438,7.910156,41.015625,218.5,379,60.8125,12167,5465,0.910156,7.324219,41.796875,219.25,379.5,65.84375,13296,5584,0.921875,7.519531,36.132813,0
2020-10-23 05:43:08,5637320,8.125,219.333328,379.916656,61.989582,16603,59.84474,37249,219,378.75,59.78125,11776,5616,0.902344,7.910156,40.625,219.25,380.25,60.75,12164,5435,0.910156,7.226563,41.40625,219.75,380.75,65.4375,13309,5552,0.921875,7.617188,35.9375,0
2020-10-23 05:44:08,5637939.5,8.125,217.583328,376.916656,62.270832,16583,59.826096,37073,217,375.5,60.125,11713,5616,0.898438,7.8125,40.91797,217.5,377.25,61.0625,12121,5423,0.910156,7.324219,41.601563,218.25,378,65.625,13239,5544,0.921875,7.617188,35.839844,0
2020-10-23 05:45:08,5638559,7.5,218.583328,378.666656,62,16374,59.84474,36573,218.25,377.75,59.65625,11704,5589,0.902344,7.910156,40.820313,218.5,379,61.28125,11697,5283,0.910156,7.226563,41.69922,219,379.25,65.0625,13172,5502,0.921875,7.519531,35.742188,0
2020-10-23 05:46:08,5639178.5,8.125,219,379.333344,61.8125,16201,59.938183,36158,218.5,378,59.3125,11692,5607,0.898438,7.8125,41.015625,218.75,379.75,60.625,12091,5434,0.910156,7.324219,41.601563,219.75,380.25,65.5,12375,5160,0.921875,7.617188,35.64453,0
2020-10-23 05:47:08,5639798,7.5,219.166672,379.666656,61.90625,16619,59.89144,37085,218.75,378.5,59.84375,11793,5676,0.898438,7.8125,40.722656,219,380,60.34375,12022,5445,0.910156,7.226563,41.40625,219.75,380.5,65.53125,13270,5498,0.921875,7.519531,35.546875,0
2020-10-23 05:48:08,5640417.5,8.125,216.666672,375.25,62.833332,16722,59.928825,37117,216.25,374,60.15625,11673,5623,0.898438,7.8125,41.40625,216.75,375.75,61.8125,12210,5454,0.910156,7.226563,41.796875,217,376,66.53125,13234,5645,0.917969,7.617188,36.23047,0
